id,doc
3178,"Today in History: Calvin Coolidge takes the presidential oath of office after the unexpected death in office of President Warren Harding, otd tih https:t.copjdyEY https:t.coFPppdtzb"
3179,"Today in History: Calvin Coolidge takes the presidential oath of office after the unexpected death in office of President Warren Harding, otd tih https:t.copjdyEY https:t.coicrIGJT"
3180,"Today in History: Calvin Coolidge takes the presidential oath of office after the unexpected death in office of President Warren Harding, otd tih https:t.coJTTzwiHjIV https:t.coUJgGsiL"
3181,"Today in History: celebrated frontiersman James Butler ""Wild Bill"" Hickok born, otd tih https:t.coyABletE https:t.cojejFrCX"
3182,"Today in History: celebrated frontiersman James Butler ""Wild Bill"" Hickok born, otd tih https:t.coyABletE https:t.corjShkTeT"
3183,"Today in History: celebrated frontiersman James Butler ""Wild Bill"" Hickok born, otd tih https:t.coJJusGNnQj https:t.coEEXoXVUc"
3184,"Today in History: Charles Lindbergh receives st Distinguished Flying Cross, otd tih https:t.cotbgHuXrkqe https:t.coIVLCqCvm"
3185,"Today in History: Charleston, S.C., surrenders to Union forces during the Civil War, otd tih https:t.coHUvNGef https:t.coqVLWnEGIV"
3186,"Today in History: Charleston, S.C., surrenders to Union forces during the Civil War, otd tih https:t.coHUvNGef https:t.cooplOjZ"
3187,"Today in History: Charleston, S.C., surrenders to Union forces during the Civil War, otd tih https:t.coZPgivjjL https:t.coDXZqnbDkG"
3188,"Today in History: Cherokee Chief John Ross born, ; Yugoslavia formed, otd tih https:t.coqmiWHFB https:t.cocSwanZF"
3189,"Today in History: Cherokee Chief John Ross born, ; Yugoslavia formed, otd tih https:t.comPoCoQqw https:t.cotTGOuKjwds"
3190,"Today in History: Chicago defeats Iowa - in the first unofficial college basketball game, otd tih https:t.cordEfGPew https:t.coeULVHGNl"
3191,"Today in History: Chicago defeats Iowa - in the first unofficial college basketball game, otd tih https:t.cordEfGPew https:t.coPwbFGucKbr"
3192,"Today in History: Chicago defeats Iowa - in the first unofficial college basketball game, otd tih https:t.coZrXLnZCui https:t.cooIBSoSfc"
3193,"Today in History: Chicago progressive reformer John Peter Altgeld born, otd tih https:t.coUwpwvOFFgz https:t.coAeXFSJaVP"
3194,"Today in History: Chief Joseph of the Nez Perc surrenders, . ""From where the sun now stands, I will fight no more forever"" otd tih https:t.coUzIlZrt https:t.coBvafhUuImr"
3195,"Today in History: civil rights leader Martin Luther King Jr. born, otd tih https:t.cociEWFh https:t.coDgfCCATDU"
3196,"Today in History: civil rights leader Martin Luther King Jr. born, otd tih https:t.cociEWFh https:t.coAlCtdFiP"
3197,"Today in History: civil rights leader Martin Luther King Jr. born, otd tih https:t.colxNXuMTKC https:t.cogwbUflyP"
3198,"Today in History: civil rights leader Martin Luther King Jr. born, otd tih https:t.colxNXuMTKC https:t.coFKBNIflq"
3199,"Today in History: Civil War battle for Kentucky, ; massive fires in the U.S. midwest, otd tih https:t.comoAUdeVv https:t.coFfHjWcKy"
3200,"Today in History: Civil War battle for Kentucky, ; massive fires in the U.S. midwest, otd tih https:t.comoAUdeDTEr https:t.coGTnFWQK"
3201,"Today in History: Civil War battle for Kentucky, ; massive fires in the U.S. midwest, otd tih https:t.coIgyZbJmRm https:t.coyetRudS"
3202,"Today in History: classic cookbook author Fannie Farmer born, otd tih WomensHistoryMonth https:t.coGpyKfES https:t.coBcBHOmDas"
3203,"Today in History: classic cookbook author Fannie Farmer born, otd tih WomensHistoryMonth https:t.coGpyKfES https:t.coSHSVtQcpP"
3204,"Today in History: classic cookbook author Fannie Farmer born, otd tih WomensHistoryMonth https:t.coLkpllXcbs https:t.coGZPphOqxPD"
3205,"Today in History: Cond Nast, publisher of Vogue, House Garden, Vanity Fair, born otd tih https:t.coopLglxv https:t.coIaGxowjQTy"
3206,"Today in History: Cond Nast, publisher of Vogue, House Garden, Vanity Fair, born otd tih https:t.coopLglxv https:t.coIkRJlZZzi"
3207,"Today in History: Congress approves New-Deal-era Works Progress Administration as proposed by Franklin D. Roosevelt, otd tih https:t.coTypwPYYw https:t.coPQgKhvN"
3208,"Today in History: Congress approves th Amendment for women's suffrage, Suffrage otd tih https:t.coMIWeVC https:t.coINalImxcM"
3209,"Today in History: Congress approves New-Deal-era Works Progress Administration as proposed by Franklin D. Roosevelt, otd tih https:t.coWduQDYroNv https:t.coxrWCUBEP"
3210,"Today in History: Congress approves New-Deal-era Works Progress Administration as proposed by Franklin D. Roosevelt, otd tih https:t.coTypwPZvT https:t.coVqetCObHYH"
3211,"Today in History: Congress approves th Amendment for women's suffrage, Suffrage otd tih https:t.coMIWeVC https:t.coWbEnPRuPmN"
3212,"Today in History: Congress approves New-Deal-era Works Progress Administration as proposed by Franklin D. Roosevelt, otd tih https:t.coWduQDYroNv https:t.cogImKhmXxpC"
3213,"Today in History: Congress approves th Amendment for women's suffrage, Suffrage otd tih https:t.coMTZCOPK https:t.coviticFZ"
3214,"Today in History: Congress passes act establishing Grand Canyon National Park, GrandCanyonNPS otd tih https:t.coouXJCted https:t.colJotuLnnEw"
3215,"Today in History: Congress passes President FDR's ""Lend-Lease"" Act aiding the Allies, otd tih https:t.coDlVQgzhB https:t.coIOnUUhUZI"
3216,"Today in History: Congress passes act establishing Grand Canyon National Park, GrandCanyonNPS otd tih https:t.coouXJCted https:t.coYSCOOsEAP"
3217,"Today in History: Congress passes President FDR's ""Lend-Lease"" Act aiding the Allies, otd tih https:t.coDlVQh https:t.codSmLtvjvD"
3218,"Today in History: Congress passes Prohibition, otd tih https:t.costPNnXPy https:t.coXeXPLbMq"
3219,"Today in History: Congress passes President FDR's ""Lend-Lease"" Act aiding the Allies, otd tih https:t.coObZmhSasA https:t.coWDwkzmwp"
3220,"Today in History: Congress passes Prohibition, otd tih https:t.cokdDHDefrp https:t.coLfpTFQzP"
3221,"Today in History: Congress ratifies the Oregon treaty, . otd tih https:t.cojoqNGZCs https:t.coHCKlAX"
3222,"Today in History: Congress ratifies the Oregon treaty, . otd tih https:t.cojoqNGZCs https:t.coWPdoBDo"
3223,"Today in History: Congress votes to annex Texas, otd tih https:t.covSdFTZrr https:t.comAXZLFgwa"
3224,"Today in History: Congress votes to annex Texas, otd tih https:t.covSdFTZrr https:t.coIccArkRA"
3225,"Today in History: Congress votes to annex Texas, otd tih https:t.coJjypsVB https:t.coHiqSydhw"
3226,"Today in History: Congressional Residence Act establishes District of Columbia as national capital, otd tih https:t.cosAetGACswk https:t.coiUIMIgUKo"
3227,"Today in History: Congressional Residence Act establishes District of Columbia as national capital, otd tih https:t.cosAetGAkRK https:t.cobAgPqCZsQ"
3228,"Today in History: Continental Congress establishes post of chief engineer of the Army, USACEHQ otd tih https:t.coRENSnOyNe https:t.coXWBuFF"
3229,"Today in History: Continental Congress establishes post of chief engineer of the Army, USACEHQ otd tih https:t.coRENSnOyNe https:t.coYYEqTBkPVP"
3230,"Today in History: Continental Congress establishes the post of chief engineer of the Army, USACEHQ otd tih https:t.coKNRjKNPbLD https:t.coWntOtDfuI"
3231,"Today in History: Cornell welcomes st students, ; fall roundup at the Ninety-Six Ranch, otd tih https:t.cocWdZQjtMi https:t.coIXGAQBNbjB"
3232,"Today in History: Cornell welcomes st students, ; fall roundup at the Ninety-Six Ranch, otd tih https:t.cocWdZQjtMi https:t.coDysLMuJNt"
3233,"Today in History: Cornell welcomes st students, ; fall roundup at the Ninety-Six Ranch, otd tih https:t.covrupu https:t.coYfZCtbzGD"
3234,"Today in History: cornerstone of the White House is laid in Washington DC, otd tih https:t.cowkVTAvoUw https:t.coOnMykSmcx"
3235,"Today in History: cornerstone of the White House is laid in Washington DC, otd tih https:t.coUAjeWhuBB https:t.coqFeYUCstX"
3236,"Today in History: delegates sign US Constitution, ; Civil War Battle of Antietam begins, otd tih https:t.covQmmQDRkV https:t.coLtFVGpUGIO"
3237,"Today in History: delegates sign US Constitution, ; Civil War Battle of Antietam begins, otd tih https:t.covQmmQEpat https:t.cozOGveFnpz"
3238,"Today in History: delegates sign U.S. Constitution, ; Civil War Battle of Antietam begins, otd tih https:t.coZMsSScLic https:t.cossfEcFPxwr"
3239,"Today in History: devastating earthquake fire strike San Francisco, otd tih https:t.copEhELggl https:t.coFfTdodXuQr"
3240,"Today in History: Dow Jones Industrial Average falls to its lowest point in the Great Depression, otd tih https:t.codOulNDuwH https:t.coToxAaxDY"
3241,"Today in History: Dow Jones Industrial Average falls to its lowest point in the Great Depression, otd tih https:t.codOulNDuwH https:t.coAMnfTykH"
3242,"Today in History: Dow Jones Industrial Average falls to its lowest point in the Great Depression, otd tih https:t.coPYFlMoJAK https:t.conllySUxIYt"
3243,"Today in History: Duke Kahanamoku breaks world record in yd freestyle swim in Honolulu, otd tih https:t.coEnAlifRb https:t.colAICXTUhIc"
3244,"Today in History: Duke Kahanamoku breaks world record in yd freestyle swim in Honolulu, otd tih https:t.coEnAlifRb https:t.colulmdApR"
3245,"Today in History: Duke Kahanamoku breaks world record in yd freestyle swim in Honolulu, otd tih https:t.cozefsCOANVL https:t.coPFdmbInD"
3246,"Today in History: Duke of York awards William Penn deed to Three Lower Counties of Delaware, otd tih https:t.coFucmGYalKM https:t.comnOCizQo"
3247,"Today in History: Duke of York awards William Penn deed to Three Lower Counties of Delaware, otd tih https:t.coFucmGYaTAk https:t.coMMPmsTFY"
3248,"Today in History: Duke of York awards William Penn deed to Three Lower Counties of Delaware, otd tih https:t.coHkMYTYygIE https:t.cohgsfqkpK"
3249,"Today in History: During World War II, Joseph Stalin drafts memo to Winston Churchill Franklin Roosevelt opposing their decision not to invade Western Europe, . otd tih wwii https:t.coOqcDrfWdr https:t.coySOkErnR"
3250,"Today in History: During World War II, Joseph Stalin drafts memo to Winston Churchill Franklin Roosevelt opposing their decision not to invade Western Europe, . otd tih wwii https:t.coOqcDrfWdr https:t.coTshqyfjLKs"
3251,"Today in History: During World War II, Joseph Stalin drafts memo to Winston Churchill Franklin Roosevelt opposing their decision not to invade Western Europe, . otd tih wwii https:t.coupEaHMzeKu https:t.coBeibTLewGD"
3252,"Today in History: Dutch colonist Peter Minuit arrives on the forested island of Manhattan, otd tih https:t.cozDqjSjHNs https:t.coQFpekJy"
3253,"Today in History: Dutch colonist Peter Minuit arrives on the forested island of Manhattan, otd tih https:t.cozDqjSjHNs https:t.coAaDQctV"
3254,"Today in History: Dutch colonist Peter Minuit arrives on the forested island of Manhattan, https:t.cozJkakPjdCN https:t.coCHtziSR"
3255,"Today in History: Earth Day first observed, otd tih https:t.coathKYuHJ https:t.cocUlMWMPfe"
3256,"Today in History: Earth Day first observed, otd tih https:t.coathKYuHJ https:t.cooAURhKQrz"
3257,"Today in History: Earth Day first observed, otd tih https:t.coathKYuHJ https:t.coHnbmqRMLZ"
3258,"Today in History: educator political activist Mary Church Terrell is born, otd tih https:t.cotaWevE https:t.coHfvEvsbkw"
3259,"Today in History: educator political activist Mary Church Terrell is born, otd tih https:t.cotaWevE https:t.coilNJEYjGUN"
3260,"Today in History: educator political activist Mary Church Terrell is born, otd tih https:t.cogeMJJjQ https:t.codcVZpMak"
3261,"Today in History: educator Elizabeth Palmer Peabody, establisher of the st US English-language kindergarten, is born, otd tih https:t.cooAMfErHcQx https:t.coKBggnyqQ"
3262,"Today in History: educator Elizabeth Palmer Peabody, establisher of the st U.S. English-language kindergarten, is born, otd tih https:t.cooAMfErHcQx https:t.copTEzNPwP"
3263,"Today in History: English colonists arrive in Virginia, establish Jamestown settlement, otd tih https:t.coeYnbQXUQti https:t.coFcpTvMwBOU"
3264,"Today in History: English colonists arrive in Virginia, establish Jamestown settlement, otd tih https:t.coeYnbQXVoiQ https:t.coEutboUNQU"
3265,"Today in History: English settlers land in southern Maryland, . Happy Maryland Day! otd tih https:t.coaLFVCVcg https:t.coOrtXgTef"
3266,"Today in History: English settlers land in southern Maryland, . Happy Maryland Day! otd tih https:t.coTbeuQyKtA https:t.comtONxTllw"
3267,"Today in History: Enoch Brooks enscribes his ""Curious Hieroglyphick Bible,"" otd tih https:t.coxkVqyLfKi https:t.coyVMHKRfZq"
3268,"Today in History: Enoch Brooks enscribes his ""Curious Hieroglyphick Bible,"" otd tih https:t.coxkVqyLNzQ https:t.coozXuZGgs"
3269,"Today in History: expansionist President James K. Polk, ""the Napoleon of the Stump,"" elected, otd tih https:t.cohvpXFvaYc https:t.cooAHqrlRyHY"
3270,"Today in History: expansionist President James K. Polk, ""the Napoleon of the Stump,"" elected, otd tih https:t.cohvpXFvaYc https:t.colYMJPlUGjj"
3271,"Today in History: expansionist President James K. Polk, ""the Napoleon of the Stump,"" elected, otd tih https:t.coPhQBnhhy https:t.coEcShOyea"
3272,"Today in History: explorer Meriwether Lewis, who joined William Clark to explor the American continent for the U.S., born, otd tih https:t.conPhpVuzk https:t.corOrTYzvZ"
3273,"Today in History: explorer Meriwether Lewis, who joined William Clark to explore the American continent for the U.S., born, otd tih https:t.conPhpVuzk https:t.comnsXtmxLqr"
3274,"Today in History: explorer Meriwether Lewis, who joined William Clark to explore the American continent for the U.S., born, otd tih https:t.coGEOBULbu https:t.commIdBzT"
3275,"Today in History: explorer, writer cartographer John Smith is named leader of Jamestown settlement, otd tih https:t.coTgELXSJ https:t.couaNgnfHzpz"
3276,"Today in History: father of photography Louis-Jacques-Mand Daguerre born ; standard railway time adopted, https:t.coNlxiGcjdr https:t.coUfXEbNQz"
3277,"Today in History: father of photography Louis-Jacques-Mand Daguerre born ; standard railway time adopted, https:t.coNlxiGcAHC https:t.coWytxwo"
3278,"Today in History: first lady human rights activist Eleanor Roosevelt born, otd tih https:t.coDkpIrFkSo https:t.coumNjoGCcP"
3279,"Today in History: first lady human rights activist Eleanor Roosevelt born, otd tih https:t.coDkpIrFkCHW https:t.conlRhKJNdVl"
3280,"Today in History: first lady human rights activist Eleanor Roosevelt born, otd tih https:t.coLQLbxwK https:t.coaDqOCXxbK"
3281,"Today in History: First soldier buried at what would become Arlington National Cemetery, ArlingtonNatl otd tih https:t.coIEhFeNnDK https:t.cowwoWyGYN"
3282,"Today in History: First soldier buried at what would become Arlington National Cemetery, ArlingtonNatl otd tih https:t.coIEhFeNnDK https:t.cownRjDx"
3283,"Today in History: Florence Kling Harding born , st American First Lady to vote in a presidential election (for her husband, Warren Harding, in ) ShallNotBeDenied otd tih https:t.coWXgHPAcZoR https:t.coDoccvDgBB"
